# %ECSV 1.0
# ---
# datatype:
# - {name: _idx, datatype: int64}
# - {name: c_ID, datatype: int64}
# - {name: _name, datatype: int64}
# - {name: area_ellipse, unit: deg2, datatype: float64}
# - {name: area_exact, unit: deg2, datatype: float64}
# - {name: flux, unit: Jy, datatype: float64}
# - {name: peak, unit: Jy / beam, datatype: float64}
# - {name: ring_std, unit: Jy / beam, datatype: float64}
# - {name: x_peak_px, datatype: int64}
# - {name: y_peak_px, datatype: int64}
# - {name: x_peak, datatype: float64}
# - {name: y_peak, datatype: float64}
# - {name: npix, datatype: int64}
# - {name: major_fwhm, unit: deg, datatype: float64}
# - {name: minor_fwhm, unit: deg, datatype: float64}
# - {name: major_sigma, unit: deg, datatype: float64}
# - {name: minor_sigma, unit: deg, datatype: float64}
# - {name: position_angle, unit: deg, datatype: float64}
# - {name: radius, datatype: float64}
# - {name: x_cen, datatype: float64}
# - {name: y_cen, datatype: float64}
# - {name: x_cen_px, datatype: float64}
# - {name: y_cen_px, datatype: float64}
# - {name: radial_d_px, datatype: float64}
# - {name: radial_d_AU, unit: AU, datatype: float64}
# - {name: rejected, datatype: float64}
# - {name: 100.0GHz_snr, datatype: float64}
# - {name: core_score, datatype: int64}
# - {name: detection_score, datatype: int64}
# - {name: G2018, datatype: string}
# - {name: notes, datatype: string}
# - {name: Schmiedeke16, datatype: string}
# schema: astropy-2.0
_idx c_ID _name area_ellipse area_exact flux peak ring_std x_peak_px y_peak_px x_peak y_peak npix major_fwhm minor_fwhm major_sigma minor_sigma position_angle radius x_cen y_cen x_cen_px y_cen_px radial_d_px radial_d_AU rejected 100.0GHz_snr core_score detection_score G2018 notes Schmiedeke16
13690 1 103 3.466000945398044e-10 1.05e-09 0.0003067798138953995 0.00022089654521550983 3.1543457265984666e-05 3133 3219 266.832675610716 -28.371100561381578 42 2.507366339725932e-05 1.760063747994139e-05 1.0647804468188047e-05 7.474302555340303e-06 62.760821574633134 8.921037615958237e-06 266.83267809175334 -28.371102823273237 3132.563391534168 3218.5476229183732 158.56900761859697 24261.058165660368 0.0 2.094472783 0 1 "" extended ""
13773 1 104 1.199330861507178e-09 3.4000000000000007e-09 0.0013915670773182792 0.0003982636262662709 3.1543457265984666e-05 3159 3232 266.83252786500276 -28.371035560928178 136 6.15595441571341e-05 2.4806250576179976e-05 2.6141931434223474e-05 1.0534244698878443e-05 163.27246773352638 1.6594743222762214e-05 266.83251180919495 -28.37104070833974 3161.8254610585946 3230.9705059167886 182.59308641300967 27936.74222145988 0.0 4.772825231 1 2 "" extended ""
13782 1 105 3.576239054372445e-10 1.1000000000000001e-09 0.0003631992037783519 0.00025408377405256033 3.1543457265984666e-05 3146 3228 266.8326017378863 -28.371055561174803 44 2.8378040359873302e-05 1.6045810242840882e-05 1.2051044163546828e-05 6.814028221264777e-06 170.78199983797552 9.061796456890667e-06 266.83260364788316 -28.37105260008826 3145.663885112179 3228.5922184756027 173.05343353118187 26477.17533087342 0.0 2.312208932 0 1 "" extended ""
13826 1 106 1.140337753811709e-09 2.6750000000000004e-09 0.0007228840600676275 0.00023009483993519098 3.1543457265984666e-05 3021 3233 266.8333120549019 -28.37103056151354 107 6.118265875492391e-05 2.3731362299377504e-05 2.5981882940069752e-05 1.0077781675697262e-05 175.6752837958179 1.6181462968271636e-05 266.833346429636 -28.3710334107359 3014.9508118567137 3232.4301401249777 170.27166449039012 26051.56466731374 0.0 4.554974186 0 0 "" "" ""
13875 1 107 1.2915873580364146e-09 6.325000000000001e-09 0.010887720962575544 0.003774691838771105 3.1543457265984666e-05 3084 3239 266.8329540551953 -28.371000561803015 253 4.9804460289438684e-05 3.301969517635885e-05 2.115000693769961e-05 1.4022173476073359e-05 142.14004349398448 1.722118074641164e-05 266.83294767991333 -28.370994462245065 3085.121909087751 3240.21991092615 168.7309187141146 25815.83056340641 0.0 21.65639084 2 2 109 multiple? ""
13970 1 108 1.9462880265397062e-10 5.750000000000001e-10 0.0005565478722803223 0.0006540885078720748 3.1543457265984666e-05 2999 3244 266.8334370704642 -28.370975561192108 23 2.3492688733337084e-05 1.054852894111556e-05 9.976426344301957e-06 4.4795477953292696e-06 68.75176658640044 6.6850488880697555e-06 266.83344097553174 -28.370980220691152 2998.312797726843 3243.0680978179416 186.26351728101233 28498.318144280965 0.0 8.967036855 0 1 "" filament ""
14084 1 109 8.687438154340179e-10 2.0000000000000005e-09 0.0006708775341506979 0.00025966460816562176 3.1543457265984666e-05 3018 3260 266.83332910211743 -28.370895561476416 80 4.101677906844982e-05 2.696793450731067e-05 1.741822232021587e-05 1.1452227342899246e-05 121.42064881558309 1.4123648321884617e-05 266.8333241780891 -28.370910887210247 3018.8665284030358 3256.9348554204735 192.4163884738949 29439.70743710841 0.0 3.737370596 0 0 "" "" ""
14106 1 110 1.2391450086851956e-10 3.5000000000000003e-10 9.611832350039237e-05 0.000186278615728952 3.1543457265984666e-05 3080 3256 266.8329767853666 -28.37091556181242 14 2.015888086577151e-05 7.826601575216778e-06 8.56068849435438e-06 3.32365167000008e-06 61.842323276000144 5.3341116046265296e-06 266.83298119349894 -28.370920367938286 3079.2242654514835 3255.038775107504 183.18128508166131 28026.736618217208 0.0 0.978403403 0 0 "" "" ""
14174 1 111 6.347160903935752e-10 2.3750000000000006e-09 0.001285513165419044 0.0006020051660016179 3.1543457265984666e-05 3118 3262 266.8327608493319 -28.37088556157066 95 3.699234325046369e-05 2.1846666459996498e-05 1.5709201783178086e-05 9.277425044048055e-06 -140.66532647691324 1.2072321319665939e-05 266.83275801686943 -28.370881922041224 3118.498452764899 3262.7279048014193 196.31413545506294 30036.06272521511 0.0 10.45423943 1 2 "" "" ""
10171 2 112 5.051193766608652e-10 1.9500000000000005e-09 0.0009110060211693382 0.0005959428381174803 3.1543457265984666e-05 2961 2827 266.8336530190914 -28.37306056036838 78 3.16290815416174e-05 2.0334100239026435e-05 1.3431634238191523e-05 8.635097311123485e-06 159.43401880087256 1.0769562140319436e-05 266.83365485774914 -28.373060126394858 2960.676442813215 2827.0867930095906 269.02678926650873 41161.09876077507 0.0 33.94738783 2 2 "" "" ""
10407 2 113 8.124203906893349e-10 2.8750000000000005e-09 0.0025074184811044197 0.0010100632207468152 3.1543457265984666e-05 3108 2860 266.83281767073174 -28.37289556166737 115 5.044547691407145e-05 2.0505770632137647e-05 2.1422221634523433e-05 8.707999014790169e-06 127.3749251230555 1.3658136215752377e-05 266.8328167270288 -28.3728996574051 3108.166066445856 2859.180852173408 215.87027132934017 33028.151515377474 0.0 7.91007267 1 2 114 filament ""
10554 2 114 7.126363828154736e-11 2.2500000000000005e-10 0.00011765217229100158 0.0003474249388091266 3.1543457265984666e-05 3099 2868 266.83286881450664 -28.372855561734184 9 1.5269702555591864e-05 5.942304822066235e-06 6.4844456321889236e-06 2.5234645146687358e-06 147.9944002082812 4.045153699197031e-06 266.83286880537037 -28.37285555268463 3099.001607759506 2868.0018099091544 205.7774243738583 31483.945931005896 0.0 4.184747922 1 2 114 extended ""
12804 2 115 2.978221791431031e-10 9.000000000000002e-10 0.00021111009609045238 0.00017063347331713885 3.1543457265984666e-05 3349 3122 266.83144817507855 -28.371585552779557 36 2.2033931475629424e-05 1.7210066756717487e-05 9.356949174152216e-06 7.308442440446143e-06 82.66458356483402 8.269505696078306e-06 266.8314498298396 -28.371580544729827 3348.7088134010546 3123.00161374384 281.3697425422562 43049.57061181552 0.0 8.742863426 2 2 "" "" ""
13002 2 116 2.025240953620496e-10 5.750000000000001e-10 0.00012710945135334048 0.00014972446660976857 3.1543457265984666e-05 3284 3150 266.83181754339716 -28.371445556524577 23 2.18119439872272e-05 1.1822241850469476e-05 9.262679767506619e-06 5.020443865940548e-06 63.401297539394584 6.819293498666136e-06 266.83181952127984 -28.37144808113503 3283.6519329061985 3149.495081382025 225.3930530014992 34485.13710999223 0.0 2.407000698 0 1 "" extended ""
13108 2 117 4.5941249237808444e-10 1.3250000000000003e-09 0.00031036136743759277 0.00016773190873209387 3.1543457265984666e-05 3286 3163 266.83180617902707 -28.37138055642419 53 3.378267167036617e-05 1.7315152482016193e-05 1.4346179760807229e-05 7.353068239143777e-06 73.57523779895223 1.0270756483932374e-05 266.8318087398888 -28.37137858001274 3285.5493506852276 3163.3952868302094 232.28522043569313 35539.63872847536 0.0 5.360164964 0 1 "" extended ""
13157 2 118 2.1849694827759167e-10 6.250000000000001e-10 0.0001462555828896136 0.00016984244575724006 3.1543457265984666e-05 3253 3166 266.83199370345716 -28.37136555796002 25 2.0555807137383824e-05 1.3534067983843899e-05 8.72924756214807e-06 5.747389492629371e-06 172.05314149256733 7.083105654813457e-06 266.8319977496448 -28.371364651971312 3252.2879646254755 3166.1812038017324 203.40562759751788 31121.06102375469 0.0 2.234265603 0 1 "" extended ""
13295 2 119 8.038689865961008e-11 2.5000000000000007e-10 5.6029818167982625e-05 0.00015117447765078396 3.1543457265984666e-05 3262 3178 266.8319425610882 -28.3713055575666 10 1.1294829130754541e-05 9.061980451040168e-06 4.796472305639005e-06 3.8482687754261355e-06 90.48066642032859 4.2962907962551584e-06 266.8319425642515 -28.371304499342386 3261.9994452336123 3178.211644845724 217.67108831885474 33303.6765141669 0.0 4.205435494 0 1 "" extended ""
13315 2 120 7.151356669536003e-10 2.3000000000000003e-09 0.0006668812266114204 0.00027383523411117494 3.1543457265984666e-05 3267 3188 266.83191414886016 -28.3712555573398 92 4.707946493513021e-05 1.934079994548264e-05 1.999280795765073e-05 8.213281514353869e-06 118.14637229361449 1.2814310750820725e-05 266.8319129947483 -28.371255441184747 3267.2030978421412 3188.0232291433895 227.08068854050111 34743.345347997274 0.0 6.833207634 1 2 "" filament ""
13387 2 121 1.053424105041483e-09 3.1000000000000005e-09 0.0007684067626711466 0.00020765438966918737 3.1543457265984666e-05 3291 3192 266.8317777679576 -28.371235556169115 124 4.196305000349734e-05 3.196345505489765e-05 1.782006658727326e-05 1.3573629595325429e-05 107.92904140017767 1.5552587669570687e-05 266.8317657105977 -28.37123325644991 3293.121828207932 3192.4599218329663 251.8043996399241 38526.073147142975 0.0 7.359553973 0 0 "" "" ""
13480 2 122 5.460568921803633e-10 1.3750000000000003e-09 0.0004687709757371459 0.0002841603709384799 3.1543457265984666e-05 3239 3202 266.83207326081305 -28.37118555853404 55 3.792332412647663e-05 1.8333653010816026e-05 1.61045529600026e-05 7.785585590501065e-06 103.11167778445402 1.1197471833715748e-05 266.83207556276125 -28.371186733098366 3238.5949069946882 3201.7650903201666 211.17017237851059 32309.036374423973 0.0 2.619097254 0 1 "" "" ""
13515 2 123 5.90643335842643e-10 1.8000000000000004e-09 0.00046642386135606584 0.00020339738694019616 3.1543457265984666e-05 3254 3201 266.8319880226098 -28.371190557917235 72 3.860130836392688e-05 1.9482325525902126e-05 1.6392466356561673e-05 8.273381894728211e-06 173.5279018138356 1.16456487309346e-05 266.831981861288 -28.371192209467868 3255.084251296617 3200.669680546978 223.77607058151702 34237.73879995343 0.0 5.891178033 0 1 "" "" ""
13647 2 124 4.1032580902827554e-10 9.250000000000001e-10 0.0006485050917330395 0.0004823292256332934 3.1543457265984666e-05 3224 3213 266.83215849941536 -28.371130559097818 37 4.2502897717539995e-05 1.2292148744597756e-05 1.8049318803459302e-05 5.21999495058494e-06 171.82119163278313 9.706562368601738e-06 266.83217157164677 -28.37112873262324 3221.699582369697 3213.365311270564 205.89831517592634 31502.442222285143 0.0 3.056194169 0 1 "" filament ""
13774 2 125 3.7495342733581535e-10 1.5000000000000002e-09 0.000785293281731257 0.000680123339407146 3.1543457265984666e-05 3254 3229 266.83198802397453 -28.37105055791724 60 2.2543743704419718e-05 2.117721285153577e-05 9.573446494134725e-06 8.993134272074467e-06 80.23750229092278 9.278754753105297e-06 266.8319894074363 -28.37105044001983 3253.7565417036526 3229.0235815684464 240.19126882685404 36749.264131839336 0.0 22.77964103 2 2 "" "" ""
13840 2 126 2.0587925889335345e-09 5.900000000000001e-09 0.009915698825034883 0.003293003188446164 3.1543457265984666e-05 3204 3246 266.83227215139567 -28.370965559767047 236 6.258522756242185e-05 4.188497619516897e-05 2.657749907237574e-05 1.7786911693550866e-05 -144.31035647818632 2.1742392440478517e-05 266.83227301348927 -28.37097312846939 3203.848281176419 3244.4862604745877 217.10706875107354 33217.38151993694 0.0 27.26349225 2 2 "" "" ""
13861 2 127 1.6438984775037388e-10 5.000000000000001e-10 0.0002693797205840068 0.0003574108995962888 3.1543457265984666e-05 3216 3234 266.8322039605507 -28.371025559376818 20 2.3746154357189414e-05 8.814531195326568e-06 1.008406328428265e-05 3.7431867517548325e-06 85.16610927252248 6.143820642693286e-06 266.8322034406641 -28.37101795216475 3216.091498828121 3235.521441792691 217.94866817784157 33346.14623235833 0.0 4.176976323 0 1 "" "" ""
13971 2 128 1.6296905420018866e-10 5.000000000000001e-10 0.00012075380042391248 0.00017703846970107406 3.1543457265984666e-05 3235 3242 266.8320959927337 -28.370985558689565 20 1.748361151894267e-05 1.1868381815418672e-05 7.424606205402367e-06 5.040037704988487e-06 141.24758725726366 6.117213027181531e-06 266.83209505698596 -28.370984339074955 3235.164672757928 3242.243921653795 235.80861582280104 36078.71822248875 0.0 6.366728664 0 1 "" "" ""
14085 2 129 1.5605062825538937e-09 5.6000000000000005e-09 0.002594681454158679 0.0007849797839298844 3.1543457265984666e-05 3257 3258 266.8319709778021 -28.37090555778751 224 5.9997622072425935e-05 3.311684808274735e-05 2.547864419577649e-05 1.4063430516751906e-05 176.80041165167881 1.8929266819091196e-05 266.8319742447075 -28.37091140905543 3256.4250863637026 3256.82975142135 261.10275657437455 39948.7217574564 0.0 12.71345244 2 2 "" "" ""
14164 2 130 7.102507182966427e-10 2.9500000000000004e-09 0.0017437559543306883 0.0010225921869277954 3.1543457265984666e-05 3230 3265 266.8321244063715 -28.370870558878664 118 3.8222567640084345e-05 2.365970558734424e-05 1.623162997985351e-05 1.0047351871863856e-05 88.59454991227535 1.2770469758841396e-05 266.83211916699514 -28.37086941772098 3230.9220169620453 3265.2282246495492 250.18663888485588 38278.55575112184 0.0 28.02533974 2 2 "" "" ""
14176 2 131 1.1909432046416776e-10 3.5000000000000003e-10 0.00010206691221019404 0.00019308402261231095 3.1543457265984666e-05 3299 3259 266.8317323116601 -28.370900555748705 14 1.4611200436582562e-05 1.0378215028071845e-05 6.204805529583696e-06 4.407222135709077e-06 54.98458112755664 5.229336122085799e-06 266.83172828275536 -28.370896690273398 3299.7090069111723 3259.77308746351 295.14424304744836 45157.06918931237 0.0 3.176685509 0 1 "" "" ""
14196 2 132 5.564551231577958e-10 1.3000000000000003e-09 0.0003228551649476876 0.00018039446149487048 3.1543457265984666e-05 3192 3262 266.83234034229207 -28.370885560123327 52 4.49865512674096e-05 1.574943421681403e-05 1.9104029355592795e-05 6.68816891127111e-06 95.09778948808372 1.1303582406303162e-05 266.8323418179735 -28.37087061636542 3191.7403293577404 3264.9887530484602 227.11760230748254 34748.99315432634 0.0 2.765908725 0 0 "" "" ""
14209 2 133 1.7986990345502004e-09 4.975000000000001e-09 0.00215481445856911 0.0003741304681170732 3.1543457265984666e-05 3032 3273 266.8332495465848 -28.370830561631443 199 6.58297858468198e-05 3.4789931341860914e-05 2.7955336113997873e-05 1.4773923559582944e-05 59.659961490581644 2.0322647436558385e-05 266.83326524624783 -28.370841430842802 3029.2372071906907 3270.8261523425886 203.37279883064537 31116.038221860592 0.0 3.260153729 0 0 "" filament ""
14227 2 134 1.8812899444817452e-10 5.750000000000001e-10 0.00013610017625970483 0.0001691668148851022 3.1543457265984666e-05 3004 3265 266.83340865741985 -28.37087056127516 23 1.9541798255457135e-05 1.2257692467254957e-05 8.298637637595062e-06 5.205362716832935e-06 91.87727725232143 6.572474340706389e-06 266.83341146643215 -28.370871261042 3003.5056759296717 3264.8600450415033 204.66184159061464 31313.26176449173 0.0 2.169370232 0 0 "" filament ""
14228 2 135 2.969824476727942e-10 9.000000000000002e-10 0.000276214796639729 0.00022153661120682955 3.1543457265984666e-05 3305 3265 266.83169821686425 -28.370870555423497 36 2.0748110404326572e-05 1.8225092633594384e-05 8.810911240588612e-06 7.739484242990148e-06 70.07848210276472 8.25783922784407e-06 266.8317008166222 -28.370870501806134 3304.5424997861505 3265.0107284978258 302.20714009111913 46237.69243700106 0.0 5.8110437 0 0 "" "" ""
14255 2 136 1.157428909042904e-09 3.7250000000000007e-09 0.001664088549201146 0.0004809353267773986 3.1543457265984666e-05 3281 3270 266.83183459778644 -28.370845556673373 149 7.102989294294348e-05 2.0747734305650187e-05 3.016361827428301e-05 8.810751526186155e-06 171.80305444785924 1.630227425071225e-05 266.83181019714664 -28.37084989274532 3285.293969396842 3269.132742879622 290.44041677477367 44437.38377002228 0.0 10.97358049 1 2 "" resolved? ""
14273 2 137 1.4780217469638237e-10 4.500000000000001e-10 0.00012663167286940788 0.00019140358199365437 3.1543457265984666e-05 3013 3269 266.8333575146158 -28.370850561409835 18 1.962761728955673e-05 9.588060268318085e-06 8.335081625865286e-06 4.071674304178972e-06 157.08918491575082 5.82561049841731e-06 266.8333557065324 -28.3708535911655 3013.3181847245273 3268.3940497471904 204.9736037155187 31360.961369710058 0.0 1.933951629 0 0 "" "" ""
14321 2 138 1.5781995187352117e-10 4.500000000000001e-10 0.00010278215756865492 0.00015466503100469708 3.1543457265984666e-05 3197 3274 266.83231193005594 -28.37082555997899 18 1.5995410509660277e-05 1.2562730076841194e-05 6.792625425205284e-06 5.3349002626976035e-06 134.52067631040978 6.019798930639967e-06 266.83231346027236 -28.370829079600544 3196.730711241875 3273.2960772774622 236.80764568357586 36231.56979047275 0.0 3.616746292 0 0 "" "" ""
14338 2 139 4.73777915654637e-10 1.6250000000000003e-09 0.0018874161372715906 0.0012369180331006646 3.1543457265984666e-05 3245 3277 266.832039169026 -28.370810558293655 65 2.8259468418891415e-05 2.1346581565830987e-05 1.2000691296357638e-05 9.065058542743307e-06 142.00316910312912 1.0430099191995829e-05 266.83203525924637 -28.37081009522745 3245.688036560188 3277.092607621714 268.75734733250977 41119.87414383369 0.0 11.60119177 2 2 110 "" ""
14366 2 140 5.297754997503621e-10 1.3000000000000003e-09 0.0011155435733732671 0.0007150247693061829 3.1543457265984666e-05 3261 3281 266.8319482488517 -28.370790557611226 52 3.960912702477225e-05 1.702997896207993e-05 1.68204475362582e-05 7.231966195470408e-06 -139.80529407526495 1.1029275043034462e-05 266.8319569095932 -28.370796909782307 3259.4758871889126 3279.729579304593 279.81920304963523 42812.33806982503 0.0 5.957865367 1 2 110 multiple? ""
14416 2 141 3.4455243566916017e-10 1.2250000000000002e-09 0.0007509394556253077 0.0006882462766952813 3.1543457265984666e-05 3284 3282 266.83181755089146 -28.37078555652455 49 2.3515537366665113e-05 1.865597405978311e-05 9.986129265498098e-06 7.922462737290786e-06 164.42315703211833 8.894646535735846e-06 266.83181483008246 -28.370785735627386 3284.478802696765 3281.9641746443913 298.7175860734535 45703.79067245052 0.0 8.049557053 2 2 "" "" ""
14433 2 142 1.1349984530651907e-10 3.5000000000000003e-10 0.000173948815891006 0.0003261784731876105 3.1543457265984666e-05 2992 3283 266.8334768473553 -28.370780561065892 14 1.3943494808751218e-05 1.036432785742319e-05 5.921257056637616e-06 4.401324797320965e-06 45.65634185436834 5.105034330412568e-06 266.83347966926044 -28.370783042580225 2991.5034080942287 3282.5036952560695 225.36971186231827 34481.56591626109 0.0 2.346585866 0 0 "" "" ""
14443 2 143 4.300172791745018e-10 9.500000000000002e-10 0.0003238280578086631 0.00023640341532882303 3.1543457265984666e-05 3038 3284 266.8332154513369 -28.370775561683736 38 4.7451216120376075e-05 1.15386784769258e-05 2.015067615060684e-05 4.900025588483619e-06 81.62926329030863 9.936741355354888e-06 266.8332127279406 -28.37075571772057 3038.4792521442655 3287.9687933985715 218.55470770231076 33438.87027962533 0.0 3.123214132 0 0 "" "" ""
14444 2 144 4.4439732959075517e-10 1.3000000000000003e-09 0.00031029013972064295 0.00017533737991470844 3.1543457265984666e-05 3210 3285 266.8322380576459 -28.370770559576155 52 3.0359611867291715e-05 1.8637718070438185e-05 1.2892540103586854e-05 7.914710132422552e-06 -167.71506560650127 1.0101520568237387e-05 266.8322317487011 -28.370774058816345 3211.1102322862876 3284.300144710075 253.81687920755704 38833.982520640966 0.0 4.875574882 0 0 "" "" ""
14461 2 145 1.2412140982706717e-10 3.7500000000000005e-10 0.0001999124953542423 0.00037339970003813505 3.1543457265984666e-05 3253 3286 266.8319937092739 -28.37076555795998 15 1.663840559893027e-05 9.498444845106861e-06 7.0656802986028565e-06 4.033618137891307e-06 156.50293566671925 5.338563122131811e-06 266.83199086911696 -28.370767514950234 3253.49980243116 3285.608597680192 280.3048541952996 42886.64269452363 0.0 1.906267642 1 2 "" "" ""
14494 2 146 1.442272599829603e-10 4.250000000000001e-10 9.493647754370536e-05 0.00015045783948153257 3.1543457265984666e-05 3025 3290 266.83328932404316 -28.37074556155967 17 2.1232999669314148e-05 8.648753359438915e-06 9.016824752328403e-06 3.672787386742856e-06 99.02300187818858 5.754726771865241e-06 266.8332882718141 -28.3707477256297 3025.1851703883026 3289.5671864047654 222.5468689324972 34049.6709480259 0.0 1.039052558 0 0 "" "" ""
14508 2 147 1.6494287634847763e-10 5.000000000000001e-10 0.0001848872112517067 0.00026203872403129935 3.1543457265984666e-05 3048 3290 266.83315862608157 -28.370745561752084 20 1.7519518486390797e-05 1.1987508011819955e-05 7.439854490520332e-06 5.090625942782988e-06 51.01341572814831 6.154146267352874e-06 266.8331571882119 -28.37074636702366 3048.253033991615 3289.8389459691007 219.1294703492254 33526.80896442587 0.0 3.155141232 0 0 "" "" ""
14532 2 148 7.394645600931721e-10 2.1750000000000005e-09 0.0010858818526191924 0.0004055672907270491 3.1543457265984666e-05 2993 3296 266.8334711645584 -28.370715561084626 87 3.7550047433610355e-05 2.507404419960462e-05 1.5946036943607227e-05 1.0647966180054779e-05 80.51940907479496 1.3030459012691526e-05 266.8334724438809 -28.370714506640905 2992.7748661933533 3296.210887901455 237.7964341201101 36382.854422022545 0.0 5.272877141 0 1 "" "" ""
14555 2 149 1.0754700670429532e-10 3.2500000000000007e-10 0.00011242320744459094 0.00022565842664334923 3.1543457265984666e-05 3052 3294 266.8331358959799 -28.370725561772815 13 1.5628978657669745e-05 8.761636708669825e-06 6.637016145097548e-06 3.720724531438525e-06 53.12599159048683 4.96935697918936e-06 266.83313239346114 -28.370724790942255 3052.6163671361687 3294.154166685159 222.9982040254522 34118.72521699658 0.0 2.220058074 0 0 "" "" ""
14607 2 150 4.428854828151977e-10 1.2250000000000002e-09 0.0004307377657800692 0.00026524331769905984 3.1543457265984666e-05 3040 3303 266.8332040861307 -28.37068056169928 49 4.3739697435699324e-05 1.2892382524303443e-05 1.85745392850707e-05 5.474890767771598e-06 88.0736407766042 1.0084323162584807e-05 266.83320449772583 -28.370671647054085 3039.9275654708117 3304.7829289303613 234.98198453929766 35952.24363616915 0.0 3.336170148 0 0 "" "" ""
14646 2 151 2.987739955328077e-10 1.0000000000000003e-09 0.0012989915063286086 0.0011816080659627914 3.1543457265984666e-05 3062 3303 266.83307907076585 -28.370680561808147 40 2.2737800898554086e-05 1.673061278901957e-05 9.655854996875247e-06 7.1048370869459285e-06 -155.88167697061374 8.282709501604618e-06 266.8330764423308 -28.370682644202404 3062.4625478941307 3302.583521363472 230.78068228742745 35309.4443913791 0.0 12.73386859 2 2 "" "" ""
14707 2 152 4.414873388745949e-11 1.5000000000000002e-10 8.164394150077998e-05 0.0003490008821245283 3.1543457265984666e-05 3235 3305 266.83209599548377 -28.37067055868951 6 9.550679267528925e-06 5.885745847291053e-06 4.055800054735563e-06 2.4994461295294846e-06 -179.09606071685977 3.183905423996491e-06 266.8320960735211 -28.370668073851146 3234.9862709332465 3305.496967782284 284.75490948576584 43567.50115407428 0.0 6.30540895 1 2 "" "" ""
14717 2 153 8.899956571028208e-11 2.7500000000000003e-10 0.00023967229359989572 0.0005809564609080553 3.1543457265984666e-05 3068 3308 266.833044975661 -28.370655561818033 11 1.5170720058105325e-05 7.469631982932185e-06 6.442411635707788e-06 3.1720606416164646e-06 65.55258959809609 4.520588500042956e-06 266.8330444569589 -28.3706568639174 3068.0912804175614 3307.7395801465786 235.7719825094986 36073.1133253444 0.0 6.198528081 0 1 "" filament ""
14731 2 154 1.2910849223275484e-10 3.7500000000000005e-10 0.00020780400623906766 0.0003741047403309494 3.1543457265984666e-05 3240 3308 266.83206758303845 -28.370655558494526 15 1.7888560566904238e-05 9.189606727314348e-06 7.596572232622187e-06 3.902466664790757e-06 -152.91219303719802 5.444756184117263e-06 266.83206871689185 -28.370654226269753 3239.800468390431 3308.266446532012 289.79101253992025 44338.02492159163 0.0 6.848548864 1 2 "" "" ""
14775 2 155 2.5268498159366706e-10 8.250000000000001e-10 0.0003347882140096558 0.0003669261059258133 3.1543457265984666e-05 3251 3313 266.8320050756104 -28.370630558044784 33 2.021495247011248e-05 1.5915644065790737e-05 8.584499912326334e-06 6.758751735350358e-06 -150.4994577415331 7.617119119427673e-06 266.8320078597604 -28.37063393228063 3250.510043923798 3312.3251569599206 299.36936524882924 45803.512886536104 0.0 5.058841654 2 2 "" "" ""
14826 2 156 1.6029752135812993e-09 5.175000000000001e-09 0.0038528223360434497 0.0007589759188704193 3.1543457265984666e-05 2977 3322 266.8335620841923 -28.370585560756567 207 6.603168296727321e-05 3.090949808906682e-05 2.8041073926906105e-05 1.3126055281502658e-05 83.51891353938959 1.9185116275834044e-05 266.8335612459539 -28.370576762345923 2977.1475040897 3323.7596827904736 269.035190744953 41162.38418595875 0.0 8.267357895 0 2 "" filament ""
14849 2 157 2.795278338349801e-10 8.750000000000002e-10 0.0008841260196226403 0.0008249228121712804 3.1543457265984666e-05 3045 3317 266.8331756734466 -28.37061056173403 35 2.1941045078756878e-05 1.6221285261355447e-05 9.317503953245187e-06 6.888545600579959e-06 -166.62569548524914 8.011494920769376e-06 266.8331738163628 -28.3706074643818 3045.326806014567 3317.619470859763 247.06352167573115 37800.71881824174 0.0 5.750056887 1 2 "" "" ""
14917 2 158 3.432375331558903e-10 1.05e-09 0.00041517781613847524 0.00028853112598881125 3.1543457265984666e-05 3097 3323 266.8328801828192 -28.370580561746277 42 2.4865614292278808e-05 1.7575718644918324e-05 1.0559454147992867e-05 7.463720500428867e-06 75.70143155732556 8.877658159543709e-06 266.83288181543776 -28.370583607186475 3096.7126934736034 3322.390912296776 251.60748434721097 38495.94510715716 0.0 3.414589144 0 0 "" "" ""
14937 2 159 1.397041592572287e-09 4.800000000000001e-09 0.00714050210150027 0.0021029089111834764 3.1543457265984666e-05 3051 3326 266.83314157831893 -28.370565561767947 192 6.168737763431924e-05 2.883570274624973e-05 2.6196217313713446e-05 1.2245395484507497e-05 127.38953786914696 1.7910417114197084e-05 266.83315554890737 -28.37054834702296 3048.541472163803 3329.442946421451 258.50952243660146 39551.95693494313 0.0 13.26359014 2 2 "" "bad contour" ""
15013 2 160 2.0302896005979713e-10 5.750000000000001e-10 0.00020345383578536654 0.00024670566199347377 3.1543457265984666e-05 2993 3330 266.8334711638391 -28.37054556108458 23 1.8208006000313076e-05 1.419754044914088e-05 7.732228217920478e-06 6.029140306963152e-06 147.34496173047143 6.827787988162946e-06 266.8334726032709 -28.370547417075162 2992.746692200158 3329.6288009404393 269.54347677364586 41240.15194876461 0.0 1.653492465 0 0 "" "" ""
